(12155942, 27841904)
(76549400, 76549400)
(76549400, 6833623)
(76549400, 97539784)
(76549400, 10426682)
(76549400, 8226593)
(76549400, 90459107)
(76549400, 87601699)
(76549400, 23881843)
(76549400, 48738578)
(76549400, 2145630)
(6833623, 27841904)
(6833623, 76549400)
(6833623, 6833623)
(6833623, 97539784)
(6833623, 10426682)
(6833623, 8226593)
(6833623, 94200294)
(6833623, 90459107)
(6833623, 87601699)
(6833623, 96190774)
(6833623, 91346087)
(6833623, 23881843)
(6833623, 48738578)
(6833623, 2145630)
(6833623, 64713469)
(6261176, 87601699)
(50876343, 27841904)
(50876343, 76549400)
(50876343, 6833623)
(50876343, 50876343)
(50876343, 97539784)
(50876343, 10426682)
(97539784, 27841904)
(97539784, 76549400)
(97539784, 6833623)
(97539784, 50876343)
(97539784, 97539784)
(97539784, 10426682)
(97539784, 8226593)
(97539784, 94200294)
(97539784, 90459107)
(97539784, 87601699)
(97539784, 96190774)
(97539784, 91346087)
(97539784, 23881843)
(97539784, 48738578)
(97539784, 10965799)
(97539784, 2145630)
(97539784, 64713469)
(97539784, 61770866)
(10426682, 11231095)
(10426682, 10426682)
(10426682, 8226593)
(10426682, 94200294)
(10426682, 90459107)
(10426682, 61205452)
(10426682, 23881843)
(10426682, 93575719)
(10426682, 98124935)
(10426682, 61770866)
(57044627, 8226593)
(57044627, 90459107)
(57044627, 61205452)
(57044627, 62301277)
(57044627, 92969697)
(41068975, 11231095)
(41068975, 97539784)
(41068975, 10426682)
(41068975, 8226593)
(41068975, 41068975)
(41068975, 35127716)
(41068975, 90459107)
(41068975, 24277126)
(41068975, 96190774)
(41068975, 91346087)
(41068975, 23881843)
(41068975, 48738578)
(41068975, 69677562)
(41068975, 97677123)
(41068975, 92969697)
(41068975, 52350591)
(94200294, 21322068)
(94200294, 91387797)
(94200294, 27841904)
(94200294, 97539784)
(94200294, 8226593)
(94200294, 94200294)
(94200294, 2913482)
(94200294, 90459107)
(94200294, 99421688)
(94200294, 24277126)
(94200294, 55142781)
(94200294, 59905949)
(94200294, 71968868)
(94200294, 61205452)
(94200294, 96190774)
(94200294, 91346087)
(94200294, 23881843)
(94200294, 93575719)
(94200294, 69677562)
(94200294, 99507278)
(94200294, 36831195)
(94200294, 92969697)
(94200294, 64713469)
(94200294, 12150309)
(2913482, 94200294)
(2913482, 91346087)
(90459107, 71908712)
(90459107, 90459107)
(90459107, 24277126)
(90459107, 59905949)
(90459107, 69677562)
(90459107, 2145630)
(90459107, 64713469)
(7366936, 71968868)
(7366936, 69677562)
(7366936, 10965799)
(99421688, 334489)
(86150120, 23881843)
(56430928, 27841904)
(56430928, 60277625)
(56430928, 13344332)
(56430928, 2240691)
(56430928, 62233745)
(24277126, 91387797)
(24277126, 24277126)
(24277126, 59905949)
(24277126, 76327839)
(24277126, 99902649)
(59387869, 71908712)
(59387869, 97539784)
(55142781, 91387797)
(55142781, 11231095)
(55142781, 57044627)
(55142781, 94200294)
(55142781, 35127716)
(55142781, 2913482)
(55142781, 55142781)
(55142781, 91346087)
(55142781, 93575719)
(55142781, 29298467)
(55142781, 12150309)
(55142781, 83265156)
(55882199, 91387797)
(55882199, 59905949)
(55882199, 68651965)
(55882199, 23160214)
(73057940, 91387797)
(73057940, 73057940)
(73057940, 97069409)
(26761030, 91387797)
(26761030, 10965799)
(59905949, 11231095)
(59905949, 24277126)
(59905949, 59905949)
(59905949, 76327839)
(68651965, 68651965)
(68651965, 10965799)
(68651965, 92969697)
(74935225, 74935225)
(74935225, 91346087)
(74935225, 23881843)
(71968868, 38533250)
(71968868, 12654216)
(71968868, 91387797)
(71968868, 94200294)
(71968868, 71968868)
(71968868, 10965799)
(71968868, 60732435)
(71968868, 19601329)
(75965406, 10965799)
(75965406, 92969697)
(76327839, 71908712)
(76327839, 27841904)
(76327839, 11231095)
(76327839, 59387869)
(76327839, 59905949)
(7630597, 99421688)
(7630597, 4358879)
(7630597, 76327839)
(77089228, 99421688)
(59728727, 64476613)
(87601699, 60277625)
(87601699, 87601699)
(87601699, 62233745)
(96190774, 8226593)
(96190774, 90459107)
(96190774, 61205452)
(96190774, 96190774)
(96190774, 23881843)
(96190774, 46913485)
(96190774, 92969697)
(96190774, 64713469)
(96190774, 4395763)
(91346087, 90459107)
(91346087, 55142781)
(91346087, 74935225)
(91346087, 96190774)
(91346087, 91346087)
(91346087, 23881843)
(23881843, 8226593)
(23881843, 41068975)
(23881843, 90459107)
(23881843, 55142781)
(23881843, 61205452)
(23881843, 96190774)
(23881843, 23881843)
(23881843, 46913485)
(23881843, 92969697)
(23881843, 60732435)
(93575719, 91387797)
(93575719, 11231095)
(93575719, 97539784)
(93575719, 8226593)
(93575719, 94200294)
(93575719, 35127716)
(93575719, 90459107)
(93575719, 99421688)
(93575719, 24277126)
(93575719, 55142781)
(93575719, 96190774)
(93575719, 91346087)
(93575719, 23881843)
(93575719, 69677562)
(93575719, 334489)
(93575719, 99507278)
(93575719, 64713469)
(93575719, 60732435)
(93575719, 2240691)
(93575719, 12150309)
(5729930, 7225064)
(5729930, 11231095)
(5729930, 35127716)
(5729930, 2913482)
(5729930, 64713469)
(5729930, 40839966)
(46913485, 7225064)
(46913485, 90459107)
(46913485, 24277126)
(46913485, 69677562)
(64476613, 6833623)
(64476613, 10965799)
(64476613, 94972699)
(48738578, 76549400)
(48738578, 6833623)
(48738578, 97539784)
(48738578, 10426682)
(48738578, 23881843)
(48738578, 48738578)
(69677562, 2913482)
(69677562, 90459107)
(69677562, 24277126)
(92632884, 68651965)
(14231950, 59387869)
(99507278, 91387797)
(99507278, 55142781)
(99507278, 4061367)
(99100788, 23085676)
(99100788, 55142781)
(99100788, 93575719)
(10965799, 91387797)
(97677123, 41068975)
(97677123, 24277126)
(97677123, 93575719)
(97677123, 97677123)
(66028911, 23881843)
(66028911, 66028911)
(29298467, 91387797)
(29298467, 27841904)
(29298467, 2913482)
(29298467, 99507278)
(29298467, 12150309)
(65611975, 71908712)
(65611975, 65611975)
(13344332, 19601329)
(36831195, 23160214)
(82666758, 68651965)
(82666758, 10965799)
(37296628, 91387797)
(37296628, 26761030)
(37296628, 10965799)
(48615654, 11231095)
(54949184, 26761030)
(54949184, 10965799)
(3827191, 11231095)
(94972699, 10426682)
(94972699, 99866104)
(94972699, 90459107)
(94972699, 23881843)
(94972699, 46913485)
(94972699, 13344332)
(94972699, 82666758)
(94972699, 94972699)
(94972699, 92969697)
(94972699, 83099929)
(76377403, 27841904)
(40328770, 91387797)
(40328770, 71968868)
(40328770, 99507278)
(40328770, 4061367)
(52350591, 39027978)
(52350591, 91387797)
(52350591, 97539784)
(52350591, 55142781)
(52350591, 69677562)
(52350591, 97677123)
(52350591, 13344332)
(52350591, 64713469)
(98124935, 55142781)
(98124935, 93575719)
(98124935, 62233745)
(6679907, 23881843)
(83099929, 96190774)
(83099929, 23881843)
(83099929, 45080474)
(10240720, 41068975)
(10240720, 55142781)
(10240720, 23881843)
(10240720, 62233745)
(10240720, 40504576)
(99902649, 10528666)
(99902649, 94972699)
(16529820, 55142781)
(16529820, 93575719)
(16529820, 90393883)
(16529820, 62171751)
(46656326, 94972699)
(47918078, 55142781)
(5526379, 91387797)
(5526379, 71968868)
(5526379, 10965799)
(90523704, 71968868)
(90523704, 13344332)
(19601329, 91387797)
(19601329, 97069409)
(35068655, 71908712)
(54084753, 27841904)
(54084753, 66028911)
(62628750, 7225064)
(62628750, 11231095)
(14534428, 23881843)
(14534428, 14534428)
(36247642, 23881843)
(12150309, 91387797)
(12150309, 27841904)
(12150309, 2913482)
(78674314, 27841904)
(78674314, 23881843)
(23160214, 71968868)
(34638611, 97539784)
(34638611, 97677123)
(43139022, 91387797)
