(43500905, 23881843)
(80892475, 27841904)
(21322068, 47261723)
(21322068, 71908712)
(21322068, 59905949)
(29195114, 23085676)
(29195114, 71908712)
(29195114, 91387797)
(29195114, 7225064)
(29195114, 11231095)
(29195114, 10426682)
(29195114, 41068975)
(29195114, 94200294)
(29195114, 55142781)
(29195114, 5363923)
(29195114, 93575719)
(29195114, 10965799)
(29195114, 29298467)
(29195114, 62171751)
(29195114, 12150309)
(23085676, 91387797)
(23085676, 29298467)
(23085676, 62171751)
(23085676, 12150309)
(47261723, 47261723)
(47261723, 71908712)
(47261723, 91387797)
(47261723, 7225064)
(47261723, 59905949)
(47261723, 71968868)
(47261723, 41316657)
(71908712, 39027978)
(71908712, 47261723)
(71908712, 71908712)
(71908712, 91387797)
(71908712, 27841904)
(71908712, 99866104)
(71908712, 90459107)
(71908712, 24277126)
(71908712, 55882199)
(71908712, 59905949)
(71908712, 71968868)
(71908712, 69677562)
(71908712, 65611975)
(71908712, 77296170)
(71908712, 92969697)
(71908712, 83099929)
(70094937, 10965799)
(38533250, 27841904)
(12654216, 27841904)
(13531285, 27841904)
(91387797, 71908712)
(91387797, 91387797)
(91387797, 27841904)
(91387797, 94200294)
(91387797, 59905949)
(91387797, 68651965)
(91387797, 36831195)
(91387797, 82666758)
(91387797, 37296628)
(91387797, 23160214)
(7225064, 71908712)
(7225064, 7225064)
(7225064, 11231095)
(7225064, 54084753)
(7225064, 41316657)
(27841904, 71908712)
(27841904, 91387797)
(27841904, 27841904)
(27841904, 38472735)
(27841904, 76549400)
(27841904, 6833623)
(27841904, 97539784)
(27841904, 10426682)
(27841904, 8226593)
(27841904, 94200294)
(27841904, 90459107)
(27841904, 24277126)
(27841904, 59905949)
(27841904, 71968868)
(27841904, 76327839)
(27841904, 91346087)
(27841904, 23881843)
(27841904, 44648528)
(27841904, 64476613)
(27841904, 10965799)
(27841904, 77296170)
(27841904, 2145630)
(27841904, 92969697)
(27841904, 76377403)
(27841904, 16830771)
(27841904, 64713469)
(27841904, 61770866)
(68077983, 71908712)
(68077983, 27841904)
(68077983, 76549400)
(68077983, 97539784)
(68077983, 96190774)
(68077983, 91346087)
(68077983, 82666758)
(11231095, 7225064)
(11231095, 11231095)
(11231095, 74935225)
(11231095, 90393883)
(11231095, 62171751)
(54287933, 91387797)
(54287933, 54287933)
(54287933, 2240691)
(54287933, 19648647)
(62674457, 71908712)
(62674457, 91387797)
(62674457, 27841904)
(62674457, 97539784)
(62674457, 41068975)
(62674457, 94200294)
(62674457, 2913482)
(62674457, 24277126)
(62674457, 59387869)
(62674457, 55142781)
(62674457, 73057940)
(62674457, 59905949)
(62674457, 91346087)
(62674457, 93575719)
(62674457, 36831195)
(62674457, 64713469)
(62674457, 60732435)
(44107613, 44648528)
(57159071, 47918078)
(74194002, 96190774)
(74194002, 23881843)
(11444632, 91387797)
(11444632, 27841904)
(11444632, 11231095)
(11444632, 97539784)
(11444632, 10426682)
(11444632, 8226593)
(11444632, 94200294)
(11444632, 2913482)
(11444632, 24277126)
(11444632, 55142781)
(11444632, 55882199)
(11444632, 59905949)
(11444632, 71968868)
(11444632, 91346087)
(11444632, 23881843)
(11444632, 44648528)
(11444632, 10965799)
(11444632, 60732435)
(11444632, 2240691)
(11444632, 61770866)
(95631288, 23085676)
(95631288, 91387797)
(95631288, 27841904)
(95631288, 76549400)
(95631288, 97539784)
(95631288, 10426682)
(95631288, 8226593)
(95631288, 99866104)
(95631288, 41068975)
(95631288, 94200294)
(95631288, 35127716)
(95631288, 2913482)
(95631288, 90459107)
(95631288, 24277126)
(95631288, 59387869)
(95631288, 55142781)
(95631288, 73057940)
(95631288, 59905949)
(95631288, 71968868)
(95631288, 96190774)
(95631288, 91346087)
(95631288, 23881843)
(95631288, 93575719)
(95631288, 44648528)
(95631288, 48738578)
(95631288, 69677562)
(95631288, 13344332)
(95631288, 36831195)
(95631288, 52350591)
(95631288, 98124935)
(95631288, 64713469)
(95631288, 60732435)
(95631288, 83099929)
(95631288, 2240691)
(95631288, 62233745)
(95631288, 12150309)
(20423840, 23085676)
(20423840, 7225064)
(20423840, 27841904)
(20423840, 11231095)
(20423840, 62674457)
(20423840, 76549400)
(20423840, 6833623)
(20423840, 97539784)
(20423840, 10426682)
(20423840, 8226593)
(20423840, 41068975)
(20423840, 94200294)
(20423840, 2913482)
(20423840, 90459107)
(20423840, 24277126)
(20423840, 55142781)
(20423840, 55882199)
(20423840, 4358879)
(20423840, 59905949)
(20423840, 96190774)
(20423840, 91346087)
(20423840, 23881843)
(20423840, 93575719)
(20423840, 48738578)
(20423840, 87252794)
(20423840, 2145630)
(20423840, 98124935)
(20423840, 62233745)
(12230123, 21322068)
(12230123, 71908712)
(12230123, 91387797)
(12230123, 27841904)
(12230123, 11231095)
(12230123, 76549400)
(12230123, 6833623)
(12230123, 97539784)
(12230123, 10426682)
(12230123, 8226593)
(12230123, 99866104)
(12230123, 41068975)
(12230123, 94200294)
(12230123, 2913482)
(12230123, 90459107)
(12230123, 24277126)
(12230123, 59387869)
(12230123, 55142781)
(12230123, 73057940)
(12230123, 4358879)
(12230123, 59905949)
(12230123, 71968868)
(12230123, 96190774)
(12230123, 91346087)
(12230123, 23881843)
(12230123, 93575719)
(12230123, 44648528)
(12230123, 48738578)
(12230123, 69677562)
(12230123, 10965799)
(12230123, 13344332)
(12230123, 36831195)
(12230123, 87252794)
(12230123, 2145630)
(12230123, 92969697)
(12230123, 62171751)
(12230123, 52350591)
(12230123, 64713469)
(12230123, 60732435)
(12230123, 61770866)
(12230123, 4395763)
